shipment_id,origin,destination,rain_mm,wind_speed,traffic_index,distance_km,priority,historical_delay,target_risk
S-3615,Dubai,Tokyo,68,28,16,1663,Low,5.2,57
S-3616,Dubai,New York,87,9,60,5391,Critical,6.9,88
S-3617,Shanghai,Tokyo,95,67,27,2455,Low,2.1,68
S-3618,Sydney,Chicago,105,35,8,10659,Critical,3.1,78
S-3619,Toronto,Dubai,102,25,15,7377,Critical,0.1,60
S-3620,Rotterdam,New York,71,47,53,6943,Critical,7.6,100
S-3621,Mumbai,New York,29,50,19,1878,Critical,2.9,49
S-3622,Singapore,Tokyo,36,32,38,11248,Low,3.5,53
S-3623,Frankfurt,Los Angeles,87,39,77,3589,Medium,4.5,80
S-3624,Mumbai,Rotterdam,82,77,48,3240,Critical,1.5,87
S-3625,Shanghai,New York,17,55,15,1949,High,7.7,63
S-3626,Los Angeles,New York,85,17,94,6128,High,2.1,75
S-3627,Dubai,Sydney,65,65,81,1143,Critical,7.6,100
S-3628,Tokyo,Toronto,12,79,52,2916,Medium,5.8,73
S-3629,Sydney,Dubai,84,76,73,11685,Critical,2.1,94
S-3630,Chicago,Rotterdam,103,30,17,5115,Critical,7.8,92
S-3631,Rotterdam,Sydney,7,46,68,4364,Medium,2.0,44
S-3632,Mumbai,Singapore,9,10,90,6493,Critical,3.2,64
S-3633,Sydney,Singapore,47,59,99,6896,High,4.0,92
S-3634,New York,Frankfurt,75,34,92,10915,High,7.6,100
S-3635,Los Angeles,New York,47,72,60,4937,Critical,3.1,84
S-3636,Toronto,Chicago,48,8,55,3918,High,1.0,46
S-3637,Rotterdam,Singapore,47,2,68,11931,Low,4.6,71
S-3638,Toronto,Singapore,65,11,43,3537,Critical,4.8,73
S-3639,Rotterdam,Tokyo,48,50,38,7818,Medium,0.9,60
S-3640,Los Angeles,Mumbai,58,35,17,4425,High,6.2,73
S-3641,Dubai,Rotterdam,23,49,15,5184,Low,8.0,57
S-3642,Tokyo,Chicago,74,25,31,3079,Critical,6.5,81
S-3643,Rotterdam,Singapore,27,7,57,9782,Critical,1.8,65
S-3644,New York,Los Angeles,13,2,3,9251,Low,4.0,34
S-3645,Rotterdam,Shanghai,18,15,10,6535,Critical,0.7,47
S-3646,Chicago,Singapore,40,20,26,6443,High,5.9,61
S-3647,Frankfurt,Toronto,102,58,33,4875,Critical,0.4,76
S-3648,Los Angeles,Sydney,20,3,88,9167,Critical,6.4,90
S-3649,Sydney,Shanghai,28,56,59,7921,Medium,4.6,67
S-3650,Tokyo,Rotterdam,52,24,24,8168,Low,0.9,48
S-3651,Mumbai,Sydney,105,5,97,10810,High,6.5,100
S-3652,New York,Toronto,8,3,47,5832,Low,0.3,31
S-3653,Shanghai,Chicago,109,22,93,2597,Low,2.5,73
S-3654,New York,Sydney,108,24,15,7470,Low,4.8,66
S-3655,Toronto,Dubai,98,27,97,7020,Low,4.0,80
S-3656,Mumbai,Singapore,15,25,48,10697,High,2.8,52
S-3657,Chicago,Frankfurt,22,3,76,11065,Medium,4.6,66
S-3658,New York,Los Angeles,44,16,92,6619,High,6.6,92
S-3659,Tokyo,Sydney,27,30,18,3268,Medium,5.1,55
S-3660,New York,Los Angeles,89,78,24,9055,Medium,0.0,63
S-3661,New York,Los Angeles,100,45,28,2616,Medium,3.4,64
S-3662,Chicago,Rotterdam,4,60,50,2001,Low,4.4,48
S-3663,Mumbai,Toronto,23,49,77,8656,Low,6.1,77
S-3664,Shanghai,Singapore,48,4,12,731,Critical,1.0,41
S-3665,Dubai,Frankfurt,82,70,28,9646,Medium,5.6,91
S-3666,New York,Sydney,101,80,55,4794,High,6.2,100
S-3667,Los Angeles,Frankfurt,56,33,16,2878,Medium,7.8,65
S-3668,Sydney,Shanghai,18,20,91,8828,Low,5.1,69
S-3669,Toronto,Singapore,32,19,44,9678,Medium,5.7,67
S-3670,Tokyo,Sydney,110,23,22,6295,Critical,0.5,66
S-3671,Toronto,Rotterdam,27,47,83,1307,Critical,1.9,74
S-3672,Tokyo,New York,110,31,8,11112,Low,4.3,69
S-3673,Frankfurt,Sydney,101,62,35,2212,Medium,0.1,65
S-3674,Rotterdam,Los Angeles,109,71,39,2499,High,1.2,84
S-3675,Tokyo,Dubai,28,49,22,7074,Low,4.1,47
S-3676,Tokyo,Frankfurt,29,73,92,8258,High,3.1,78
S-3677,Sydney,Singapore,101,60,5,6423,High,2.0,65
S-3678,Shanghai,Sydney,84,8,47,1916,Critical,7.8,88
S-3679,Dubai,Shanghai,72,43,42,7516,High,0.1,69
S-3680,Tokyo,Dubai,73,48,75,3965,High,3.6,82
S-3681,Rotterdam,Shanghai,7,61,0,2746,Low,2.0,27
S-3682,Shanghai,Sydney,1,9,79,11182,Critical,0.8,60
S-3683,Tokyo,Dubai,19,39,9,3806,Medium,6.0,50
S-3684,Toronto,Frankfurt,59,68,72,11104,Critical,3.2,95
S-3685,Chicago,New York,27,9,21,7485,Critical,7.1,67
S-3686,Dubai,Tokyo,98,23,16,7673,Critical,5.4,80
S-3687,New York,Rotterdam,89,73,67,9261,Critical,5.2,100
S-3688,Rotterdam,Los Angeles,107,26,80,11722,High,1.6,91
S-3689,Dubai,Sydney,98,48,42,5558,Medium,0.2,64
S-3690,Tokyo,Toronto,81,42,23,4320,Low,1.2,45
S-3691,Dubai,Tokyo,8,45,3,6219,Critical,6.5,61
S-3692,Singapore,Tokyo,81,58,36,8363,Low,5.7,72
S-3693,Shanghai,New York,71,59,50,5516,High,4.4,87
S-3694,Frankfurt,Chicago,51,38,73,7837,Critical,7.4,100
S-3695,Dubai,New York,104,25,49,6194,Critical,5.5,89
S-3696,Singapore,Frankfurt,4,2,52,4502,High,2.5,39
S-3697,New York,Los Angeles,4,75,94,6826,High,4.5,80
S-3698,Shanghai,Chicago,56,10,14,10903,High,1.1,55
S-3699,Frankfurt,Los Angeles,41,26,6,11882,High,4.7,67
S-3700,Mumbai,Los Angeles,47,44,14,3146,Medium,3.7,55
S-3701,Los Angeles,New York,38,30,10,5644,High,7.3,70
S-3702,Chicago,Tokyo,97,42,78,6946,High,7.4,100
S-3703,Tokyo,Frankfurt,31,38,42,4788,High,6.0,67
S-3704,Sydney,Singapore,100,9,39,10526,Low,3.2,74
S-3705,Toronto,Tokyo,31,77,31,4734,High,4.6,66
S-3706,Los Angeles,Tokyo,112,34,52,4822,Low,4.2,81
S-3707,Tokyo,Chicago,21,18,28,1282,High,4.0,43
S-3708,Toronto,New York,92,27,73,11461,High,0.8,74
S-3709,Dubai,Mumbai,114,73,57,2614,Low,5.5,84
S-3710,New York,Mumbai,61,41,38,8996,High,1.5,67
S-3711,Sydney,Frankfurt,47,43,60,10094,Medium,6.9,78
S-3712,Mumbai,Singapore,1,5,38,5057,Critical,6.8,62
S-3713,Dubai,Los Angeles,92,78,28,9782,Low,6.6,84
S-3714,Sydney,Rotterdam,13,17,99,2380,Medium,5.9,66
S-3715,Rotterdam,New York,110,45,67,10246,Critical,1.5,96
S-3716,Rotterdam,Sydney,86,60,0,9599,Critical,7.8,92
S-3717,Toronto,Tokyo,27,8,33,6406,High,1.5,48
S-3718,Rotterdam,New York,49,28,10,1687,Medium,7.5,63
S-3719,Rotterdam,Mumbai,113,26,37,3507,Medium,6.6,81
S-3720,Tokyo,Shanghai,4,31,24,5579,Critical,2.3,45
S-3721,Frankfurt,Los Angeles,83,13,2,5435,Medium,5.3,66
S-3722,Toronto,Frankfurt,64,50,100,9351,Low,0.3,72
S-3723,Tokyo,Rotterdam,90,18,72,5097,Critical,6.0,90
S-3724,Shanghai,Sydney,11,62,56,5186,Low,3.7,48
S-3725,Mumbai,Rotterdam,26,40,7,3042,Medium,4.3,50
S-3726,Rotterdam,Mumbai,20,20,71,10486,High,3.4,63
S-3727,Shanghai,Chicago,96,43,93,3112,Medium,1.6,79
S-3728,Shanghai,Tokyo,101,29,1,2733,Low,1.1,45
S-3729,Toronto,Dubai,27,26,1,4263,Low,1.8,25
S-3730,Frankfurt,Chicago,56,8,93,11841,Low,5.4,77
S-3731,New York,Rotterdam,119,1,56,7493,Medium,6.2,92
S-3732,Toronto,Rotterdam,96,40,31,1428,Medium,2.2,60
S-3733,Los Angeles,Mumbai,10,22,29,10030,High,6.5,59
S-3734,Los Angeles,Mumbai,27,34,91,2659,Low,1.0,44
S-3735,New York,Dubai,102,74,94,768,Low,3.6,82
S-3736,Shanghai,Sydney,102,16,37,1353,High,0.5,66
S-3737,Sydney,Frankfurt,117,33,84,9453,Critical,5.8,100
S-3738,New York,Sydney,81,63,41,4767,Critical,0.8,80
S-3739,Toronto,Shanghai,118,33,6,6829,High,5.1,80
S-3740,Chicago,New York,19,60,80,2930,High,4.0,77
S-3741,Dubai,Los Angeles,19,40,76,1157,High,3.1,65
S-3742,Chicago,Singapore,91,32,64,2915,Medium,3.9,79
S-3743,Los Angeles,Chicago,73,9,23,2133,Medium,0.7,35
S-3744,Dubai,Toronto,58,65,5,4361,High,7.9,82
S-3745,Frankfurt,Tokyo,6,9,58,1310,Critical,2.3,41
S-3746,Tokyo,Los Angeles,76,19,45,2196,High,5.6,71
S-3747,Toronto,Rotterdam,94,14,63,2171,Medium,1.4,69
S-3748,New York,Frankfurt,95,32,31,4109,Critical,1.5,65
S-3749,Rotterdam,Singapore,19,18,14,6655,Medium,3.0,37
S-3750,Tokyo,Singapore,75,48,24,3699,Low,5.5,72
S-3751,Los Angeles,Singapore,37,37,38,7755,Low,2.4,54
S-3752,Chicago,New York,65,76,74,5916,Low,2.2,63
S-3753,Shanghai,Mumbai,110,47,78,11692,Critical,6.1,100
S-3754,Rotterdam,Dubai,78,40,24,11671,Critical,4.0,87
S-3755,Sydney,Shanghai,50,54,81,11279,Medium,1.3,77
S-3756,Toronto,Rotterdam,53,29,34,3530,Critical,7.4,83
S-3757,Rotterdam,Shanghai,20,45,72,3016,Low,3.3,59
S-3758,Frankfurt,Rotterdam,69,10,18,10405,Medium,0.2,44
S-3759,Toronto,Shanghai,19,75,36,2417,Low,2.6,51
S-3760,Frankfurt,Los Angeles,5,19,75,5705,High,6.1,72
S-3761,Toronto,Frankfurt,29,55,31,8090,Medium,5.2,59
S-3762,Toronto,Singapore,85,23,5,7569,Critical,0.6,64
S-3763,Singapore,Tokyo,65,3,82,11457,High,0.8,65
S-3764,Sydney,Dubai,28,68,97,1162,Low,2.2,60
S-3765,Los Angeles,Shanghai,8,10,22,2987,Low,7.6,41
S-3766,Dubai,Frankfurt,95,37,65,11358,Low,5.7,90
S-3767,Shanghai,New York,69,53,68,8683,Critical,2.4,79
S-3768,Dubai,Tokyo,14,67,41,4794,Low,3.1,45
S-3769,Shanghai,Sydney,0,5,49,3410,Critical,3.5,51
S-3770,New York,Los Angeles,106,40,66,5862,Critical,5.1,99
S-3771,Frankfurt,Singapore,99,15,76,7632,Medium,1.7,77
S-3772,Shanghai,Dubai,78,18,91,7645,Medium,1.4,66
S-3773,Shanghai,Mumbai,39,8,5,5158,Medium,4.9,48
S-3774,Los Angeles,Dubai,36,62,65,9811,Low,0.7,61
S-3775,Toronto,New York,19,52,75,10484,High,4.6,78
S-3776,Dubai,Sydney,20,65,89,3763,Low,5.9,64
S-3777,Mumbai,Singapore,112,55,54,7214,Low,5.9,95
S-3778,Shanghai,Mumbai,7,0,44,3722,Medium,4.3,38
S-3779,Chicago,Frankfurt,24,12,0,5771,Low,2.6,23
S-3780,Singapore,Los Angeles,113,67,30,9508,Low,7.5,98
S-3781,Sydney,Shanghai,118,53,78,3300,Low,0.5,72
S-3782,Chicago,Frankfurt,20,58,96,7645,Medium,6.9,79
S-3783,Chicago,Los Angeles,112,64,78,6813,Medium,1.7,87
S-3784,Frankfurt,Dubai,64,43,81,2368,Critical,1.4,76
S-3785,Dubai,Singapore,55,70,39,2280,Low,7.8,72
S-3786,Shanghai,Sydney,64,20,25,4196,Medium,0.8,45
S-3787,Chicago,Los Angeles,44,23,59,10331,Low,4.2,60
S-3788,Sydney,Mumbai,51,61,63,6818,Low,5.2,72
S-3789,Tokyo,Rotterdam,105,74,21,602,Low,6.9,88
S-3790,Singapore,Los Angeles,98,9,79,2587,Critical,4.9,92
S-3791,Dubai,Chicago,117,64,88,2313,High,7.8,100
S-3792,Toronto,Chicago,82,31,69,11850,High,2.8,85
S-3793,Shanghai,Sydney,2,19,89,6902,Critical,2.9,71
S-3794,Frankfurt,Toronto,49,21,78,6298,Low,1.1,52
S-3795,Los Angeles,Rotterdam,78,64,75,9765,Medium,2.7,79
S-3796,Toronto,Singapore,85,55,80,10927,Low,6.1,98
S-3797,Singapore,Shanghai,74,77,2,7791,High,5.0,74
S-3798,Toronto,Frankfurt,54,75,38,1531,Critical,4.6,79
S-3799,New York,Mumbai,71,0,70,10253,Critical,2.5,82
S-3800,New York,Singapore,71,45,87,10622,High,3.2,83
S-3801,Chicago,Los Angeles,102,77,64,5452,Low,3.3,79
S-3802,Singapore,Chicago,66,80,43,3879,Critical,5.9,95
S-3803,Chicago,Dubai,48,37,99,10072,Low,2.1,66
S-3804,Mumbai,Tokyo,21,65,50,662,High,7.7,71
S-3805,Mumbai,Los Angeles,51,17,58,1140,Critical,3.2,68
S-3806,Toronto,Mumbai,2,69,22,4932,High,2.9,44
S-3807,Los Angeles,Mumbai,71,69,73,9602,Medium,7.0,100
S-3808,Mumbai,Frankfurt,61,39,85,9361,Medium,5.0,88
S-3809,New York,Singapore,106,13,70,6195,Critical,7.9,100
S-3810,Mumbai,Los Angeles,118,57,100,6571,Low,0.4,78
S-3811,Mumbai,Sydney,44,49,97,11621,Critical,0.8,89
S-3812,Toronto,Rotterdam,82,26,2,6356,Critical,2.3,66
S-3813,Singapore,Tokyo,24,56,69,11394,High,3.5,77
S-3814,Mumbai,Toronto,97,61,92,819,Low,4.2,79
S-3815,Frankfurt,Sydney,102,4,3,2351,Medium,3.4,63
S-3816,Sydney,Dubai,6,29,34,5343,High,7.6,62
S-3817,Shanghai,Tokyo,76,5,50,8429,High,5.3,78
S-3818,Chicago,Frankfurt,104,47,21,5429,Low,3.0,71
S-3819,Shanghai,Dubai,41,44,78,10287,Critical,7.0,93
S-3820,Rotterdam,New York,98,22,23,3462,Low,4.9,63
S-3821,Los Angeles,Singapore,119,37,56,981,High,4.0,88
S-3822,Frankfurt,Singapore,69,36,87,5835,High,4.8,90
S-3823,Frankfurt,Rotterdam,21,12,29,9255,Medium,2.5,43
S-3824,Dubai,Los Angeles,36,42,93,6196,Medium,0.8,63
S-3825,Toronto,Mumbai,0,31,50,2592,Medium,7.6,66
S-3826,Dubai,Chicago,30,18,81,8090,Critical,1.3,71
S-3827,Singapore,Toronto,82,69,93,4536,High,4.4,100
S-3828,Tokyo,Rotterdam,70,41,21,3464,High,1.4,63
S-3829,Rotterdam,Shanghai,91,40,12,7153,Low,7.8,77
S-3830,New York,Rotterdam,78,10,57,1590,Low,2.7,48
S-3831,Chicago,Sydney,6,46,39,10318,Low,2.1,42
S-3832,Singapore,Rotterdam,60,29,97,6498,Medium,2.9,69
S-3833,Singapore,Chicago,111,67,93,5346,Low,6.7,100
S-3834,New York,Dubai,45,74,38,9856,Critical,1.6,71
S-3835,Toronto,Los Angeles,4,42,29,8500,Low,1.8,29
S-3836,Chicago,Los Angeles,53,10,100,1624,Medium,1.9,63
S-3837,Chicago,Tokyo,23,54,4,8904,Critical,4.0,70
S-3838,Shanghai,Toronto,8,45,22,8362,Critical,1.6,48
S-3839,Chicago,Frankfurt,23,40,87,1525,High,1.5,58
S-3840,Sydney,Singapore,52,41,84,3984,High,5.8,85
S-3841,Chicago,Mumbai,12,65,72,2259,High,3.4,64
S-3842,Los Angeles,Rotterdam,35,48,63,1935,Critical,3.5,70
S-3843,Shanghai,Tokyo,103,50,75,1569,High,1.8,88
S-3844,Frankfurt,Shanghai,75,77,73,4709,Critical,5.0,99
S-3845,Singapore,Frankfurt,6,78,75,9922,Low,5.5,65
S-3846,Mumbai,Toronto,76,70,43,8359,Medium,4.6,83
S-3847,Los Angeles,Sydney,90,43,20,2059,Low,4.3,61
S-3848,Tokyo,Chicago,37,36,21,11158,High,3.1,65
S-3849,Chicago,Toronto,38,79,96,11477,Critical,4.7,100
S-3850,Shanghai,Toronto,116,47,99,8532,High,5.1,100
S-3851,Rotterdam,Toronto,16,66,94,2321,Low,1.4,46
S-3852,New York,Tokyo,59,68,77,11318,Low,6.6,88
S-3853,Chicago,Toronto,24,77,57,1842,Critical,0.1,57
S-3854,Toronto,Chicago,38,33,42,2120,High,6.4,66
S-3855,Frankfurt,Chicago,97,20,66,6909,Low,0.7,66
S-3856,Los Angeles,Sydney,3,26,67,8737,High,6.0,75
S-3857,Chicago,Dubai,99,10,73,4526,Critical,6.7,95
S-3858,Singapore,Frankfurt,73,1,2,10612,Medium,6.7,68
S-3859,New York,Tokyo,6,47,40,2921,Critical,7.4,75
S-3860,Los Angeles,Singapore,105,47,11,10789,High,6.0,93
S-3861,Mumbai,Chicago,95,1,98,11459,High,1.6,88
S-3862,Frankfurt,Mumbai,95,15,15,9931,Medium,6.3,72
S-3863,Mumbai,Singapore,109,68,16,9896,Critical,2.5,93
S-3864,Rotterdam,Frankfurt,15,31,92,7489,Low,4.6,66
S-3865,Chicago,Rotterdam,105,68,12,8729,Low,0.3,59
S-3866,Mumbai,Los Angeles,38,27,91,8053,Medium,3.2,75
S-3867,Rotterdam,Toronto,63,26,48,7087,Medium,7.3,74
S-3868,Los Angeles,Frankfurt,65,76,51,9811,Medium,1.7,68
S-3869,Toronto,Mumbai,90,0,80,5970,High,7.8,100
S-3870,Frankfurt,Dubai,46,37,57,11406,Medium,0.7,55
S-3871,Frankfurt,New York,30,74,62,9807,Medium,2.9,73
S-3872,Dubai,Shanghai,48,37,31,6937,Low,5.3,66
S-3873,Chicago,Los Angeles,60,62,23,7986,Low,6.8,75
S-3874,Toronto,Frankfurt,98,48,52,576,High,7.3,92
S-3875,Shanghai,Toronto,10,48,32,4701,Low,6.5,57
S-3876,Frankfurt,Dubai,4,13,79,11912,Critical,7.7,84
S-3877,Tokyo,Los Angeles,42,68,81,5408,Critical,6.6,91
S-3878,Rotterdam,Dubai,4,24,85,9678,Low,1.1,40
S-3879,Mumbai,Rotterdam,18,62,53,3916,Critical,1.1,65
S-3880,Chicago,Dubai,33,33,86,4933,Critical,0.9,71
S-3881,Toronto,Los Angeles,75,40,27,854,Critical,4.6,69
S-3882,Frankfurt,Chicago,51,33,88,11301,Low,4.6,71
S-3883,Chicago,Toronto,97,35,78,8841,Critical,6.1,100
S-3884,Rotterdam,Frankfurt,14,30,98,5884,Critical,1.1,64
S-3885,Dubai,Chicago,34,25,2,11015,Critical,6.4,73
S-3886,Dubai,Shanghai,96,49,34,1075,Medium,2.4,61
S-3887,Toronto,Chicago,97,66,8,8810,Critical,1.6,79
S-3888,New York,Sydney,95,45,65,4144,Medium,1.7,69
S-3889,New York,Chicago,1,32,12,4310,Low,4.8,38
S-3890,Dubai,Frankfurt,24,65,81,7367,Low,1.5,51
S-3891,Frankfurt,Shanghai,44,33,100,3233,Low,7.4,74
S-3892,Tokyo,Shanghai,110,29,10,10514,Low,5.8,76
S-3893,New York,Chicago,17,0,34,5079,Low,0.2,26
S-3894,Sydney,New York,88,75,90,4958,Low,4.5,84
S-3895,Singapore,Frankfurt,99,30,70,11038,Low,0.5,69
S-3896,Sydney,Toronto,39,12,81,2866,Medium,6.0,70
S-3897,New York,Mumbai,75,71,60,2974,Critical,7.9,100
S-3898,Toronto,Frankfurt,26,23,22,6614,Low,7.9,65
S-3899,Singapore,Shanghai,23,37,1,4842,Medium,1.4,26
S-3900,Dubai,Toronto,106,79,6,1080,Medium,2.4,68
S-3901,Frankfurt,Dubai,88,48,27,1323,Critical,0.1,65
S-3902,Frankfurt,Chicago,88,21,7,2981,Low,0.3,37
S-3903,Los Angeles,New York,114,53,92,2720,Low,4.6,87
S-3904,Frankfurt,Toronto,74,3,1,6053,Critical,3.8,62
S-3905,Mumbai,Dubai,12,63,31,2737,High,7.6,73
S-3906,Mumbai,Dubai,102,59,27,10581,Critical,0.7,87
S-3907,Mumbai,Sydney,57,21,20,2032,Low,1.6,43
S-3908,Frankfurt,Tokyo,5,65,60,1738,Critical,4.0,62
S-3909,Dubai,Mumbai,102,32,40,5076,Critical,6.3,97
S-3910,Dubai,Tokyo,21,70,8,8265,Low,3.6,44
S-3911,Los Angeles,New York,6,18,28,5440,High,6.9,66
S-3912,Shanghai,Los Angeles,46,18,11,11115,Critical,0.1,49
S-3913,Shanghai,Singapore,116,75,34,1848,Medium,7.6,100
S-3914,Tokyo,Mumbai,74,34,39,7808,Critical,7.1,93
S-3915,Toronto,Mumbai,26,23,53,11011,High,2.5,56
S-3916,Shanghai,Chicago,52,10,83,8128,High,5.8,76
S-3917,Tokyo,Shanghai,34,44,88,6383,High,0.9,57
S-3918,Shanghai,Dubai,13,73,85,2309,High,7.6,87
S-3919,Toronto,Dubai,21,55,69,7129,High,5.9,84
S-3920,Chicago,Frankfurt,32,61,71,7511,Critical,1.0,71
S-3921,Frankfurt,Mumbai,116,1,64,9110,High,2.5,81
S-3922,Mumbai,Toronto,95,29,56,11270,Low,7.8,87
S-3923,Toronto,Mumbai,62,37,79,9793,Medium,0.7,63
S-3924,Mumbai,Dubai,51,73,94,9168,Medium,3.1,86
S-3925,Tokyo,Shanghai,106,25,100,5841,Medium,2.2,81
S-3926,Chicago,Frankfurt,34,57,5,8760,Medium,0.9,45
S-3927,Chicago,Frankfurt,40,35,55,3571,Medium,5.7,60
S-3928,Shanghai,Dubai,21,25,95,8555,Medium,6.9,77
S-3929,Rotterdam,Mumbai,112,26,97,4068,Low,0.5,65
S-3930,Chicago,Toronto,48,31,37,7107,Critical,1.9,58
S-3931,Toronto,Mumbai,0,66,66,9867,Low,1.0,40
S-3932,Frankfurt,Mumbai,2,74,11,6799,Medium,6.6,54
S-3933,Tokyo,New York,25,58,94,10035,Critical,5.9,98
S-3934,Mumbai,New York,1,69,93,6018,High,4.3,80
S-3935,Dubai,Toronto,54,61,33,6865,Medium,0.3,45
S-3936,Toronto,Tokyo,65,35,87,4090,Medium,3.5,81
S-3937,Dubai,Singapore,57,10,12,9075,Low,2.5,47
S-3938,Toronto,Chicago,82,47,88,4745,High,4.0,95
S-3939,Toronto,Singapore,19,2,24,10918,High,6.4,65
S-3940,Mumbai,Shanghai,46,26,41,4418,High,3.3,53
S-3941,New York,Rotterdam,48,73,77,10285,High,2.3,88
S-3942,Sydney,Singapore,110,51,55,7735,Medium,5.7,89
S-3943,Mumbai,Toronto,17,34,82,762,Medium,5.7,64
S-3944,Dubai,Toronto,19,17,83,4145,Critical,4.8,78
S-3945,Singapore,Mumbai,19,50,18,1051,High,4.0,45
S-3946,New York,Singapore,88,41,17,8160,Medium,6.3,78
S-3947,Tokyo,Los Angeles,52,39,20,4141,High,8.0,71
S-3948,Mumbai,Rotterdam,11,20,79,2051,Medium,4.4,52
S-3949,Dubai,Toronto,14,53,8,10794,Medium,6.3,58
S-3950,Rotterdam,Tokyo,2,36,85,7013,Low,7.1,60
S-3951,New York,Tokyo,22,28,7,4833,Critical,3.3,44
S-3952,Dubai,Los Angeles,71,31,66,2848,Critical,0.7,63
S-3953,Sydney,Shanghai,25,16,72,10775,Critical,0.5,55
S-3954,Shanghai,Mumbai,83,33,68,6631,Low,4.0,73
S-3955,Frankfurt,Rotterdam,28,33,39,6755,Low,7.8,62
S-3956,Tokyo,Shanghai,114,18,56,7364,Medium,6.8,91
S-3957,Frankfurt,Mumbai,13,79,11,5954,Medium,0.1,36
S-3958,Sydney,Tokyo,26,39,62,2939,High,1.9,56
S-3959,Frankfurt,Dubai,62,52,68,3270,Medium,7.5,92
S-3960,Dubai,Sydney,16,58,85,3502,Critical,3.6,68
S-3961,Chicago,Frankfurt,108,53,90,6847,High,7.5,100
S-3962,Frankfurt,Shanghai,109,16,35,1754,Critical,7.1,93
S-3963,Chicago,New York,65,34,79,5307,Critical,3.7,80
S-3964,Tokyo,Shanghai,74,7,81,3902,High,0.1,61
S-3965,Dubai,Toronto,38,64,72,8419,High,7.8,90
S-3966,Los Angeles,Frankfurt,110,34,26,5539,Low,2.5,63
S-3967,Sydney,Frankfurt,70,19,14,2970,Low,2.7,48
S-3968,Frankfurt,Singapore,77,45,20,6347,High,4.6,70
S-3969,Mumbai,New York,84,35,36,11031,Low,6.1,73
S-3970,Tokyo,Toronto,63,25,69,9518,Low,4.2,70
S-3971,Los Angeles,Mumbai,109,54,29,5525,Medium,2.7,77
S-3972,Singapore,Toronto,111,64,22,1561,High,4.7,84
S-3973,Chicago,Mumbai,51,51,33,799,High,6.8,81
S-3974,Dubai,Mumbai,23,11,20,6579,High,1.6,45
S-3975,Singapore,Dubai,102,23,31,980,Low,5.7,62
S-3976,Singapore,Tokyo,95,67,54,568,Medium,4.0,73
S-3977,Sydney,Tokyo,111,64,49,1366,Low,1.6,62
S-3978,Sydney,Los Angeles,13,76,57,9523,Low,0.6,53
S-3979,Singapore,Mumbai,120,1,26,5379,Critical,6.5,90
S-3980,Dubai,Chicago,95,12,75,8145,Critical,0.4,83
S-3981,Dubai,Sydney,96,49,19,6312,Low,5.8,72
S-3982,Dubai,Tokyo,82,36,81,8145,High,6.9,100
S-3983,Mumbai,Sydney,15,9,26,7668,High,1.8,42
S-3984,Shanghai,Dubai,2,60,21,9644,Critical,4.2,57
S-3985,New York,Shanghai,99,59,76,1421,Medium,3.7,83
S-3986,Dubai,New York,3,70,88,8888,Low,6.2,73
S-3987,Shanghai,Los Angeles,114,25,86,10260,Critical,2.0,98
S-3988,Dubai,Toronto,25,62,43,4214,Low,3.6,51
S-3989,Chicago,Dubai,115,0,23,5198,Low,5.4,74
S-3990,Chicago,Rotterdam,100,45,59,8700,Low,0.1,68
S-3991,Singapore,Sydney,111,37,24,2711,Medium,7.0,80
S-3992,Shanghai,Dubai,50,74,4,6798,Critical,4.4,81
S-3993,New York,Singapore,50,60,2,6872,Critical,5.5,74
S-3994,Dubai,New York,79,15,31,9971,High,5.6,87
S-3995,Shanghai,Dubai,41,7,94,2391,Critical,7.2,94
S-3996,Shanghai,New York,9,0,61,658,Medium,1.6,26
S-3997,Tokyo,Chicago,98,33,100,3064,High,6.8,100
S-3998,Sydney,Dubai,79,68,28,9968,Medium,2.3,77
S-3999,Singapore,Toronto,8,28,3,667,High,7.3,56
S-4000,Frankfurt,Tokyo,103,9,1,5683,Medium,0.4,42
S-4001,Rotterdam,Dubai,48,60,92,6475,Critical,5.6,97
S-4002,Sydney,Los Angeles,29,78,42,4312,High,4.4,64
S-4003,Mumbai,Frankfurt,2,15,97,5024,Critical,3.4,71
S-4004,Shanghai,Chicago,64,74,100,7454,Low,2.6,75
S-4005,Chicago,Rotterdam,41,14,17,9445,Low,7.2,67
S-4006,New York,Rotterdam,103,12,17,4337,High,6.1,80
S-4007,Chicago,Dubai,43,46,33,3035,Critical,6.8,83
S-4008,Mumbai,Sydney,103,76,59,3134,Medium,5.9,88
S-4009,Shanghai,Rotterdam,100,37,55,6558,High,3.4,85
S-4010,New York,Shanghai,4,45,8,7734,Low,0.2,19
S-4011,Mumbai,Toronto,59,15,46,6795,High,6.0,76
S-4012,Chicago,Sydney,96,29,61,11388,Low,1.7,71
S-4013,Rotterdam,Singapore,29,67,2,3542,Critical,2.4,49
S-4014,Singapore,Toronto,108,41,90,8020,Medium,3.1,86
S-4015,Toronto,Shanghai,42,33,98,6962,Critical,7.9,100
S-4016,New York,Shanghai,71,66,38,1248,Critical,3.3,75
S-4017,Shanghai,Mumbai,57,48,87,3889,Medium,3.8,69
S-4018,Sydney,Los Angeles,120,43,26,9486,Critical,3.8,99
S-4019,Shanghai,Frankfurt,77,16,27,9167,Critical,5.8,91
S-4020,New York,Tokyo,6,52,85,11871,Low,6.4,74
